CustomerNumber,OfferAccepted,Reward,MailerType,IncomeLevel,NumBankAccountsOpen,OverdraftProtection,CreditRating,NumCreditCardsHeld,NumHomesOwned,HouseholdSize,OwnYourHome,AverageBalance,Q1Balance,Q2Balance,Q3Balance,Q4Balance,Rand,Keep,Accepted
2851,No,Points,Postcard,Medium,2,Yes,Medium,3,1,6,No,1350.5,2182,1658,1296,266,0.136471868,1,0
2852,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,804,819,822,887,688,0.136471868,1,0
2853,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1228.25,1008,699,1382,1824,0.136471868,1,1
2854,No,Points,Postcard,Medium,1,No,High,1,1,3,No,374.75,459,178,363,499,0.136471868,1,0
2855,No,Points,Postcard,Low,1,No,Medium,2,1,5,No,804.75,55,998,1644,522,0.136471868,1,0
2856,No,Air Miles,Letter,High,1,Yes,Medium,1,1,4,Yes,800.75,923,764,678,838,0.136471868,1,0
2857,No,Points,Letter,High,1,No,High,1,1,3,Yes,227,111,39,461,297,0.136471868,1,0
2858,Yes,Air Miles,Postcard,Medium,1,No,Low,3,2,3,No,258.25,119,255,217,442,0.136471868,1,1
2859,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,No,987,1951,1169,736,92,0.136471868,1,0
2860,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,1074,76,1277,2036,907,0.136471868,1,1
2861,No,Air Miles,Letter,High,1,Yes,Low,1,2,5,Yes,962.75,805,479,1158,1409,0.136471868,1,0
2862,Yes,Air Miles,Letter,Medium,1,No,Medium,2,2,5,No,1040.5,666,1172,1848,476,0.136471868,1,1
2863,No,Cash Back,Letter,Medium,1,No,Medium,3,1,2,Yes,1118.75,259,608,2290,1318,0.136471868,1,0
2864,No,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1118,307,645,2015,1505,0.136471868,1,0
2865,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,942.5,1540,1066,680,484,0.136471868,1,1
2866,No,Points,Postcard,High,2,No,High,1,1,3,Yes,1182,348,1137,1929,1314,0.136471868,1,0
2867,No,Air Miles,Letter,Low,2,No,Medium,2,2,3,Yes,1592.75,1593,1529,1679,1570,0.136471868,1,0
2868,No,Points,Letter,High,1,No,Medium,2,3,3,Yes,994.75,1993,1033,494,459,0.136471868,1,0
2869,No,Cash Back,Letter,High,2,No,Medium,2,1,4,No,1090.5,166,1545,1611,1040,0.136471868,1,0
2870,Yes,Points,Postcard,Low,1,No,Low,2,2,2,No,1145.25,613,1212,1840,916,0.136471868,1,1
2871,No,Points,Letter,High,1,No,Low,2,1,4,Yes,1196,502,1818,1840,624,0.136471868,1,0
2872,No,Points,Postcard,Medium,1,No,High,2,3,5,Yes,1270.75,732,825,1493,2033,0.136471868,1,0
2873,No,Points,Letter,Medium,1,No,Medium,2,1,5,Yes,1484.5,414,1645,2168,1711,0.136471868,1,0
2874,No,Points,Letter,Low,1,No,High,3,1,3,Yes,1105,1229,1468,1006,717,0.136471868,1,0
2875,No,Points,Postcard,Medium,1,No,Medium,1,1,4,No,110.5,9,117,283,33,0.136471868,1,0
2876,No,Points,Letter,High,1,No,High,1,1,3,No,168.75,252,141,196,86,0.136471868,1,0
2877,Yes,Points,Postcard,Medium,1,No,Medium,1,2,3,No,120.75,119,47,83,234,0.136471868,1,1
2878,No,Cash Back,Letter,Medium,2,Yes,Medium,3,1,2,No,1190.75,350,1109,1726,1578,0.136471868,1,0
2879,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1316,894,1222,1404,1744,0.136471868,1,0
2880,No,Cash Back,Postcard,Medium,2,No,Low,1,1,4,Yes,266,86,53,476,449,0.136471868,1,0
2881,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,2,Yes,1096.75,1237,1178,928,1044,0.136471868,1,0
2882,No,Points,Postcard,High,2,No,Medium,1,1,3,Yes,853.5,1598,1201,596,19,0.136471868,1,0
2883,No,Points,Postcard,Medium,1,No,High,2,1,3,No,1323.25,1316,1230,2166,581,0.136471868,1,0
2884,No,Air Miles,Letter,Low,1,No,Medium,1,1,1,No,764.5,734,993,628,703,0.136471868,1,0
2885,Yes,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,910,197,468,1696,1279,0.136471868,1,1
2886,No,Air Miles,Letter,High,1,No,High,1,1,3,Yes,1120.5,283,1445,1554,1200,0.136471868,1,0
2887,No,Air Miles,Letter,Low,1,Yes,High,1,1,5,Yes,426.75,433,446,364,464,0.136471868,1,0
2888,No,Cash Back,Postcard,High,1,Yes,High,2,1,2,Yes,992,199,1393,1499,877,0.136471868,1,0
2889,No,Points,Letter,Low,1,No,High,1,1,4,No,962.75,1545,1266,946,94,0.136471868,1,0
2890,Yes,Points,Letter,Medium,1,No,Low,3,1,2,Yes,1327.25,1255,1018,2116,920,0.136471868,1,1
2891,No,Points,Letter,Medium,1,Yes,Low,1,1,5,Yes,1131.75,1982,1450,777,318,0.136471868,1,0
2892,No,Points,Postcard,Medium,2,No,Low,3,1,4,Yes,1071,1817,1353,724,390,0.136471868,1,0
2893,No,Cash Back,Postcard,High,1,No,Low,4,1,3,Yes,711.25,533,949,576,787,0.136471868,1,0
2894,No,Points,Letter,Medium,1,No,Low,2,1,5,Yes,1226,290,1402,1857,1355,0.136471868,1,0
2895,No,Cash Back,Postcard,Low,2,No,High,2,1,5,No,1077,1736,1182,976,414,0.136471868,1,0
2896,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1094.5,181,903,1970,1324,0.136471868,1,1
2897,No,Points,Postcard,Medium,2,No,Low,1,1,4,Yes,1107.5,1764,1442,604,620,0.136471868,1,0
2898,No,Cash Back,Letter,High,1,No,Low,2,2,3,No,1149,1234,1511,1202,649,0.136471868,1,0
2899,No,Air Miles,Letter,Medium,1,Yes,High,1,1,5,Yes,298.75,306,303,120,466,0.136471868,1,0
2900,Yes,Air Miles,Postcard,High,2,No,Low,1,1,3,Yes,1215.5,1003,707,1752,1400,0.136471868,1,1
2901,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,5,Yes,841.75,1544,1223,585,15,0.136471868,1,0
2902,No,Air Miles,Postcard,Low,1,No,High,1,1,4,Yes,174.75,120,236,312,31,0.136471868,1,0
2903,No,Air Miles,Postcard,Medium,1,No,High,3,1,2,Yes,1020.25,1722,1041,818,500,0.136471868,1,0
2904,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1145.25,773,1243,981,1584,0.136471868,1,1
2905,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,829,256,947,1646,467,0.136471868,1,0
2906,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1833.25,1547,1964,1983,1839,0.136471868,1,0
2907,No,Air Miles,Letter,High,1,No,Low,1,1,4,Yes,688.5,624,731,686,713,0.136471868,1,0
2908,No,Air Miles,Letter,High,1,No,Low,4,1,5,Yes,712.25,590,806,915,538,0.136471868,1,0
2909,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1047,1946,1033,731,478,0.136471868,1,1
2910,No,Cash Back,Postcard,High,1,No,Low,3,1,2,Yes,1042,1556,1410,665,537,0.136471868,1,0
2911,No,Cash Back,Postcard,High,1,No,Medium,1,1,5,No,224.75,273,153,186,287,0.136471868,1,0
2912,No,Air Miles,Postcard,Low,1,No,High,3,1,3,Yes,302.25,297,346,196,370,0.136471868,1,0
2913,No,Air Miles,Letter,Medium,2,No,Low,1,1,2,No,1019.75,183,426,1572,1898,0.136471868,1,0
2914,No,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,254.25,83,102,457,375,0.136471868,1,0
2915,Yes,Cash Back,Postcard,Low,1,No,Medium,1,2,5,No,1003.75,563,1564,1431,457,0.136471868,1,1
2916,No,Points,Postcard,Medium,1,Yes,High,1,1,2,No,117.75,189,60,4,218,0.136471868,1,0
2917,No,Points,Postcard,Low,1,Yes,Medium,1,1,2,No,277,445,99,91,473,0.136471868,1,0
2918,No,Points,Postcard,Low,1,Yes,Medium,3,1,3,Yes,1041,636,918,1399,1211,0.136471868,1,0
2919,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,939.75,1894,1167,641,57,0.136471868,1,1
2920,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,1,Yes,921,1630,1147,761,146,0.136471868,1,0
2921,No,Air Miles,Letter,Medium,1,Yes,High,2,1,4,No,1288.5,1293,1614,1200,1047,0.136471868,1,0
2922,No,Air Miles,Letter,Low,2,No,Low,2,1,1,No,1046.75,41,1527,1601,1018,0.136471868,1,0
2923,No,Cash Back,Letter,High,2,No,Low,2,2,3,Yes,1048.25,1708,1326,864,295,0.136471868,1,0
2924,No,Cash Back,Postcard,High,2,No,Medium,2,1,4,No,322.25,304,493,371,121,0.136471868,1,0
2925,No,Cash Back,Letter,Medium,1,No,Low,2,1,2,Yes,1022.5,1829,1113,674,474,0.136471868,1,0
2926,No,Points,Postcard,Low,1,Yes,Low,1,1,1,No,940.75,14,1745,1532,472,0.136471868,1,0
2927,No,Points,Letter,Medium,2,No,High,2,1,4,Yes,617.75,508,553,680,730,0.136471868,1,0
2928,No,Points,Postcard,High,1,No,Low,2,2,3,Yes,106.5,64,47,85,230,0.136471868,1,0
2929,No,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,1036,1527,1425,590,602,0.136471868,1,0
2930,No,Cash Back,Postcard,Medium,3,No,High,3,1,3,Yes,726,620,928,791,565,0.136471868,1,0
2931,No,Points,Postcard,Medium,1,Yes,Medium,2,1,4,No,1102.75,1911,1433,638,429,0.136471868,1,0
2932,No,Cash Back,Postcard,High,1,Yes,High,3,1,2,No,1375.5,629,1451,2160,1262,0.136471868,1,0
2933,No,Points,Letter,Low,1,No,High,2,1,4,No,1350,2168,1097,1293,842,0.136471868,1,0
2934,No,Cash Back,Letter,High,1,No,High,3,1,4,No,852.75,1621,1108,577,105,0.136471868,1,0
2935,No,Air Miles,Letter,Medium,1,No,High,4,1,4,Yes,935.5,1776,1300,658,8,0.136471868,1,0
2936,No,Cash Back,Postcard,High,1,No,Medium,1,1,3,Yes,1216.5,842,947,1013,2064,0.136471868,1,0
2937,No,Cash Back,Postcard,Medium,2,No,Medium,1,2,3,Yes,801.75,522,410,1113,1162,0.136471868,1,0
2938,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,3,Yes,747.75,913,775,701,602,0.136471868,1,0
2939,No,Cash Back,Letter,High,2,No,Medium,4,1,4,Yes,1024.5,348,493,1195,2062,0.136471868,1,0
2940,No,Cash Back,Postcard,High,1,No,High,2,2,5,No,1111,1663,1562,537,682,0.136471868,1,0
2941,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,676.75,549,522,990,646,0.136471868,1,0
2942,No,Cash Back,Postcard,High,3,No,Medium,1,1,3,Yes,1127.5,282,1057,1646,1525,0.136471868,1,0
2943,No,Air Miles,Postcard,Medium,1,No,Medium,2,2,5,Yes,1223.25,407,1474,2117,895,0.136471868,1,0
2944,No,Air Miles,Letter,Medium,2,No,High,3,1,3,Yes,1108.25,389,1719,1814,511,0.136471868,1,0
2945,No,Points,Letter,Low,1,Yes,Medium,3,1,4,No,1188.75,1,1409,2168,1177,0.136471868,1,0
2946,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,786.25,723,656,998,768,0.136471868,1,0
2947,No,Air Miles,Letter,Low,1,No,Low,2,2,4,Yes,204.75,47,304,190,278,0.136471868,1,0
2948,No,Cash Back,Letter,High,1,No,Low,2,1,3,No,1208.5,1492,911,1004,1427,0.136471868,1,0
2949,No,Cash Back,Postcard,High,1,No,Low,3,1,2,No,1005.5,1736,1033,997,256,0.136471868,1,0
2950,No,Points,Letter,High,1,No,High,1,1,3,Yes,947.75,754,1042,1231,764,0.136471868,1,0
2951,No,Points,Postcard,Low,1,No,High,2,1,4,Yes,964.75,1712,1074,709,364,0.136471868,1,0
2952,No,Air Miles,Letter,Medium,1,No,Low,3,2,2,Yes,729,961,557,574,824,0.136471868,1,0
2953,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1353.75,1330,662,2078,1345,0.136471868,1,0
2954,No,Points,Postcard,Medium,2,No,High,1,1,4,Yes,1109.75,674,1649,1689,427,0.136471868,1,0
2955,Yes,Cash Back,Postcard,Low,3,No,Low,3,1,2,Yes,1058.25,1170,875,1493,695,0.136471868,1,1
2956,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,755.25,197,1102,1245,477,0.136471868,1,0
2957,Yes,Air Miles,Postcard,Low,1,No,Low,1,2,3,Yes,1280,1087,1293,855,1885,0.136471868,1,1
2958,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,962.75,1863,1168,541,279,0.136471868,1,0
2959,No,Points,Postcard,Medium,1,Yes,Medium,1,1,3,Yes,1258.5,1722,1783,1178,351,0.136471868,1,0
2960,Yes,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,1216.25,1949,1484,1187,245,0.136471868,1,1
2961,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,Yes,1184.5,669,1420,1338,1311,0.136471868,1,1
2962,No,Air Miles,Letter,High,1,No,Low,1,1,6,Yes,997.5,63,1129,1443,1355,0.136471868,1,0
2963,No,Cash Back,Letter,Medium,1,No,High,3,1,3,Yes,1044.75,1854,1271,758,296,0.136471868,1,0
2964,No,Points,Letter,Medium,1,No,High,2,1,3,No,1101.75,1510,1654,1118,125,0.136471868,1,0
2965,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,1521,789,1776,2123,1396,0.136471868,1,0
2966,No,Air Miles,Letter,High,1,Yes,Low,2,2,4,Yes,315.75,159,363,455,286,0.136471868,1,0
2967,No,Points,Letter,Low,1,No,Low,1,2,4,No,932.75,1694,1448,508,81,0.136471868,1,0
2968,No,Air Miles,Letter,High,2,No,High,1,1,5,Yes,1239.75,263,1369,2043,1284,0.136471868,1,0
2969,No,Points,Letter,High,1,Yes,Medium,3,2,3,Yes,980.75,1583,1394,584,362,0.136471868,1,0
2970,No,Air Miles,Letter,Medium,1,No,High,2,2,4,No,874.75,277,614,1107,1501,0.136471868,1,0
2971,No,Air Miles,Postcard,Low,2,No,Medium,2,1,4,Yes,917.75,1543,1147,546,435,0.136471868,1,0
2972,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,791.75,904,824,862,577,0.136471868,1,1
2973,No,Cash Back,Letter,Low,2,No,Low,4,2,5,Yes,179.25,292,220,120,85,0.136471868,1,0
2974,Yes,Cash Back,Postcard,Medium,2,No,Low,3,1,3,Yes,876,1504,1130,748,122,0.136471868,1,1
2975,No,Points,Letter,Medium,1,No,High,2,1,4,No,953.25,1734,1413,605,61,0.136471868,1,0
2976,Yes,Air Miles,Postcard,Low,1,Yes,High,1,1,4,Yes,1162.25,874,553,1593,1629,0.136471868,1,1
2977,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,182.75,84,359,27,261,0.136471868,1,0
2978,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,2,No,1075.25,869,457,1215,1760,0.136471868,1,0
2979,No,Points,Letter,High,2,No,Low,2,1,6,No,1193.5,1986,1476,962,350,0.136471868,1,0
2980,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,934.5,1691,1205,744,98,0.136471868,1,0
2981,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1463.5,1340,1002,2198,1314,0.136471868,1,0
2982,No,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,1036,1760,1216,810,358,0.136471868,1,0
2983,No,Points,Letter,High,2,No,Low,1,1,4,Yes,899.25,1267,807,636,887,0.136471868,1,0
2984,Yes,Points,Postcard,Low,1,Yes,Low,2,1,4,No,729.75,560,896,527,936,0.136471868,1,1
2985,No,Air Miles,Postcard,Low,1,No,High,2,1,3,Yes,647.25,657,654,724,554,0.136471868,1,0
2986,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1062.25,499,1162,1664,924,0.136471868,1,1
2987,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1263,166,1370,1564,1952,0.136471868,1,0
2988,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,2,Yes,1026.5,1485,1647,884,90,0.136471868,1,0
2989,Yes,Points,Postcard,Medium,2,No,High,3,1,3,No,1065.25,802,415,1079,1965,0.136471868,1,1
2990,No,Air Miles,Letter,High,2,No,High,3,1,6,Yes,983,101,914,1501,1416,0.136471868,1,0
2991,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,1028.25,301,954,844,2014,0.136471868,1,0
2992,No,Cash Back,Letter,Medium,1,No,Medium,3,1,4,Yes,1129.25,478,1220,1515,1304,0.136471868,1,0
2993,No,Air Miles,Letter,Low,1,No,High,2,1,2,No,820,859,673,796,952,0.136471868,1,0
2994,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1214.25,927,1340,1743,847,0.136471868,1,1
2995,No,Points,Letter,Medium,1,No,High,3,2,3,Yes,1194.25,809,1538,1620,810,0.136471868,1,0
2996,No,Points,Letter,Low,1,No,Medium,2,1,2,Yes,262,273,273,465,37,0.136471868,1,0
2997,Yes,Air Miles,Postcard,Low,1,Yes,Medium,2,1,3,Yes,814,285,1201,1358,412,0.136471868,1,1
2998,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,1295.25,970,1060,1446,1705,0.136471868,1,0
2999,No,Points,Postcard,High,1,No,Low,2,1,2,Yes,266.25,80,497,366,122,0.136471868,1,0
3000,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,1070,1984,1185,852,259,0.136471868,1,0
3001,No,Cash Back,Letter,Medium,2,No,High,2,1,3,Yes,1152.5,450,1555,1504,1101,0.136471868,1,0
3002,No,Cash Back,Letter,High,3,No,Low,3,2,4,Yes,728.75,637,643,723,912,0.136471868,1,0
3003,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1049.75,1659,1697,771,72,0.136471868,1,1
3004,No,Points,Letter,High,2,No,Medium,1,1,3,No,1136.25,1927,1423,742,453,0.136471868,1,0
3005,No,Points,Postcard,Medium,1,No,Low,2,1,3,No,344.5,196,473,338,371,0.136471868,1,0
3006,No,Cash Back,Postcard,Medium,1,No,High,1,2,2,Yes,936,973,1104,1253,414,0.136471868,1,0
3007,No,Cash Back,Postcard,High,1,No,High,1,1,4,No,1064.5,1995,1047,829,387,0.136471868,1,0
3008,No,Cash Back,Letter,High,1,No,Low,4,1,4,Yes,398.75,327,345,427,496,0.136471868,1,0
3009,No,Air Miles,Letter,High,2,Yes,Low,2,1,2,No,1308.75,1080,426,1993,1736,0.136471868,1,0
3010,Yes,Points,Postcard,Medium,1,No,High,3,1,3,Yes,802.5,106,1076,863,1165,0.136471868,1,1
3011,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1134.5,1301,1734,522,981,0.136471868,1,0
3012,Yes,Air Miles,Postcard,Low,2,No,Medium,3,1,3,Yes,1300.25,2125,1767,402,907,0.136471868,1,1
3013,No,Cash Back,Letter,High,2,No,Low,1,1,3,No,254,82,491,135,308,0.136471868,1,0
3014,No,Cash Back,Letter,Low,1,No,Medium,2,3,1,Yes,1680.25,1678,1593,1899,1551,0.136471868,1,0
3015,No,Points,Postcard,Low,2,No,Medium,2,1,2,No,1318.5,461,1400,1231,2182,0.136471868,1,0
3016,No,Cash Back,Letter,Low,1,Yes,Low,2,1,5,No,1208.5,50,1811,2201,772,0.136471868,1,0
3017,No,Points,Letter,High,2,No,Low,1,1,4,No,123.5,14,358,38,84,0.136471868,1,0
3018,No,Cash Back,Letter,Medium,1,Yes,High,1,1,4,Yes,1139.5,1035,441,1573,1509,0.136471868,1,0
3019,Yes,Points,Postcard,Medium,1,No,Medium,1,3,3,Yes,297.25,279,405,127,378,0.136471868,1,1
3020,No,Cash Back,Postcard,High,1,No,High,2,1,4,No,1142,873,1577,1561,557,0.136471868,1,0
3021,No,Air Miles,Letter,Low,1,Yes,High,3,1,4,Yes,265,97,484,414,65,0.136471868,1,0
3022,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,No,1116.75,584,514,1684,1685,0.136471868,1,0
3023,No,Air Miles,Postcard,Medium,1,No,High,2,3,4,Yes,972.75,703,608,919,1661,0.136471868,1,0
3024,No,Cash Back,Letter,High,1,No,High,1,1,6,Yes,1463.5,492,1548,2056,1758,0.136471868,1,0
3025,No,Cash Back,Letter,Medium,1,No,Low,3,2,3,Yes,699.75,183,419,1486,711,0.136471868,1,0
3026,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,No,1757.5,1899,1875,1606,1650,0.136471868,1,0
3027,No,Cash Back,Postcard,Low,1,No,High,1,1,2,Yes,874,922,938,642,994,0.136471868,1,0
3028,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,4,No,1203,440,1584,1915,873,0.136471868,1,1
3029,No,Air Miles,Postcard,High,2,No,Medium,2,1,2,Yes,1020,1030,546,1347,1157,0.136471868,1,0
3030,Yes,Air Miles,Postcard,Low,1,No,Low,4,1,4,Yes,806.5,245,1102,1315,564,0.136471868,1,1
3031,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,1210.5,774,1297,1385,1386,0.136471868,1,0
3032,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1109,1212,1551,667,1006,0.136471868,1,0
3033,No,Points,Letter,Medium,1,No,Medium,2,2,6,Yes,365.25,432,302,368,359,0.136471868,1,0
3034,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,726.25,725,981,526,673,0.136471868,1,0
3035,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1014,319,1324,967,1446,0.136471868,1,0
3036,No,Cash Back,Postcard,Medium,2,No,Medium,3,1,4,Yes,1199.75,766,585,1987,1461,0.136471868,1,0
3037,No,Cash Back,Letter,Medium,1,No,Low,3,1,4,Yes,1675.25,1481,1223,2230,1767,0.136471868,1,0
3038,No,Air Miles,Postcard,Low,1,No,Medium,3,2,3,Yes,998,692,908,1843,549,0.136471868,1,0
3039,No,Points,Letter,Low,1,Yes,Low,1,2,1,No,1200.25,1037,1129,1175,1460,0.136471868,1,0
3040,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,393.5,492,136,447,499,0.136471868,1,0
3041,No,Air Miles,Letter,High,1,No,High,2,1,2,No,1128.75,777,820,1963,955,0.136471868,1,0
3042,No,Air Miles,Postcard,Medium,2,Yes,Low,3,1,3,No,1721.5,1771,1953,1533,1629,0.136471868,1,0
3043,No,Points,Postcard,High,1,No,Low,2,1,4,No,1095.75,1606,1366,916,495,0.136471868,1,0
3044,No,Air Miles,Letter,Medium,2,No,High,1,2,5,No,1373.25,703,1747,2070,973,0.136471868,1,0
3045,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,958,1227,1219,1271,115,0.136471868,1,0
3046,Yes,Cash Back,Postcard,Medium,1,No,Low,1,3,4,No,1044.5,1932,1242,845,159,0.136471868,1,1
3047,No,Cash Back,Postcard,High,2,No,Low,3,1,4,No,1041.75,1840,1140,918,269,0.136471868,1,0
3048,No,Points,Letter,Low,1,No,Low,1,1,5,No,412,456,465,425,302,0.136471868,1,0
3049,No,Points,Letter,Low,1,No,High,1,1,4,No,1006.75,1380,1590,421,636,0.136471868,1,0
3050,No,Points,Letter,Low,1,No,High,2,1,4,No,1002,1706,1117,884,301,0.136471868,1,0
3051,No,Points,Letter,High,1,No,Medium,2,1,4,Yes,1018,812,1275,813,1172,0.136471868,1,0
3052,No,Air Miles,Postcard,Medium,1,Yes,High,2,1,1,Yes,912,173,817,1671,987,0.136471868,1,0
3053,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1255.75,725,409,2291,1598,0.136471868,1,0
3054,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,980.25,142,1187,879,1713,0.136471868,1,0
3055,No,Points,Letter,Medium,1,No,Low,3,1,2,No,1185.75,386,1515,1710,1132,0.136471868,1,0
3056,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,No,577.75,651,518,595,547,0.136471868,1,0
3057,No,Points,Postcard,Low,1,Yes,Medium,2,1,4,Yes,843,155,1296,1206,715,0.136471868,1,0
3058,Yes,Points,Postcard,Low,1,Yes,Low,3,2,5,Yes,326.75,174,402,336,395,0.136471868,1,1
3059,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,No,947,1730,1306,655,97,0.136471868,1,0
3060,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1244.25,914,1556,1822,685,0.136471868,1,0
3061,No,Points,Letter,Medium,2,Yes,Low,1,1,4,No,235,284,177,192,287,0.136471868,1,0
3062,No,Points,Letter,Low,1,Yes,Low,2,1,4,Yes,1164,2181,1490,814,171,0.136471868,1,0
3063,No,Air Miles,Letter,Medium,1,No,Medium,3,1,6,Yes,1172,254,1376,1834,1224,0.136471868,1,0
3064,No,Points,Postcard,Medium,1,Yes,Medium,2,1,2,No,1364.75,261,1739,2233,1226,0.136471868,1,0
3065,No,Air Miles,Letter,Medium,1,No,Low,3,1,4,Yes,1218.5,780,1125,1765,1204,0.136471868,1,0
3066,No,Cash Back,Postcard,Low,1,No,Medium,2,2,3,Yes,798.25,775,935,977,506,0.136471868,1,0
3067,No,Cash Back,Postcard,High,2,No,Low,1,1,4,Yes,1077.75,2035,870,1096,310,0.136471868,1,0
3068,No,Cash Back,Postcard,Low,2,No,Low,3,1,4,No,264.75,368,168,375,148,0.136471868,1,0
3069,No,Air Miles,Letter,High,1,Yes,High,2,2,3,Yes,1155,967,1337,1654,662,0.136471868,1,0
3070,No,Points,Letter,High,1,No,High,1,1,4,Yes,994.5,1605,1054,921,398,0.136471868,1,0
3071,No,Points,Letter,High,1,No,Low,1,1,2,Yes,1140.75,1304,677,1846,736,0.136471868,1,0
3072,No,Cash Back,Letter,Medium,1,No,High,3,1,4,No,953.5,683,1257,1435,439,0.136471868,1,0
3073,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1041.75,1728,1214,726,499,0.136471868,1,1
3074,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1064.25,1007,876,1078,1296,0.136471868,1,0
3075,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,212.75,81,280,405,85,0.136471868,1,0
3076,No,Cash Back,Letter,Low,1,Yes,Medium,2,1,4,No,1018.25,1551,1508,626,388,0.136471868,1,0
3077,No,Cash Back,Letter,High,1,Yes,Medium,2,1,3,Yes,1833.25,1926,1877,1847,1683,0.136471868,1,0
3078,No,Points,Letter,Medium,1,No,High,2,1,4,No,1166.75,325,1681,2115,546,0.136471868,1,0
3079,No,Cash Back,Postcard,High,1,No,Low,2,1,2,No,916,647,1123,954,940,0.136471868,1,0
3080,No,Cash Back,Postcard,Low,2,No,High,3,2,4,Yes,268.5,197,229,165,483,0.136471868,1,0
3081,Yes,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,159.5,396,157,57,28,0.136471868,1,1
3082,Yes,Air Miles,Postcard,Medium,2,Yes,Low,1,1,5,Yes,905.75,3,833,1748,1039,0.136471868,1,1
3083,No,Air Miles,Letter,Medium,1,No,High,1,2,4,No,985.5,1812,1324,563,243,0.136471868,1,0
3084,No,Points,Postcard,Medium,2,No,High,1,1,4,No,1087.25,1716,1493,728,412,0.136471868,1,0
3085,No,Air Miles,Letter,High,1,No,Medium,1,2,5,Yes,372.5,450,288,288,464,0.136471868,1,0
3086,Yes,Air Miles,Postcard,High,1,No,Low,3,1,2,Yes,1152.5,1512,1705,546,847,0.136471868,1,1
3087,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,1104.5,1581,960,1141,736,0.136471868,1,0
